DOEID,REGIONC,DIVISION,state_postal,BA_climate,TOTALBTU,TOTALDOL
100412,WEST,Pacific,CA,Hot-Dry,120937.73,3478.45
100413,MIDWEST,West North Central,MO,Mixed-Humid,92868.2,1647.19
100414,WEST,Pacific,CA,Hot-Dry,20816.41,491.18
100415,WEST,Pacific,WA,Marine,121525.91,1947.57
100416,MIDWEST,East North Central,MI,Cold,93393.3,1746.67
100417,SOUTH,West South Central,TX,Hot-Humid,31687.62,1078.37
100418,NORTHEAST,Middle Atlantic,NY,Cold,14265.16,470.22
100419,SOUTH,South Atlantic,SC,Hot-Humid,27339.96,851.81
100420,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,42117.1,1645.26
100421,WEST,Pacific,AK,Very-Cold,31696.77,1956.36
100422,SOUTH,South Atlantic,VA,Mixed-Humid,50565.28,1790.22
100423,WEST,Pacific,HI,Hot-Humid,16062.98,1394.78
100424,SOUTH,West South Central,TX,Hot-Humid,119094.68,3244.25
100425,SOUTH,East South Central,AL,Mixed-Humid,72045.91,2519.4
100426,MIDWEST,East North Central,MI,Cold,25992.79,1212.4
100427,WEST,Pacific,CA,Marine,24273.82,413.33
100428,SOUTH,West South Central,LA,Hot-Humid,65799.19,1835.7
100429,WEST,Pacific,CA,Hot-Dry,40718.7,969.51
100430,MIDWEST,West North Central,MN,Cold,190004.13,2736.48
100431,MIDWEST,East North Central,IN,Cold,70283.91,2599.76
100432,MIDWEST,East North Central,MI,Cold,74755.02,1325.45
100433,MIDWEST,West North Central,MN,Cold,89338.83,2140.96
100434,NORTHEAST,Middle Atlantic,NY,Cold,13968.07,808.59
100435,NORTHEAST,Middle Atlantic,NJ,Cold,102818.79,1646.66
100436,WEST,Pacific,OR,Marine,59655.81,1157.26
100437,MIDWEST,West North Central,MN,Cold,123774.54,2622.06
100438,WEST,Mountain North,WY,Cold,90681.81,2221.84
100439,NORTHEAST,Middle Atlantic,PA,Cold,47554.8,1690.76
100440,NORTHEAST,New England,CT,Cold,135655.88,4053.22
100441,MIDWEST,East North Central,OH,Cold,126242.88,1644.07
100442,SOUTH,South Atlantic,DE,Mixed-Humid,16126.2,677.17
100443,WEST,Mountain North,ID,Cold,45425.64,1250.77
100444,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,109139.97,2980.24
100445,NORTHEAST,New England,NH,Cold,86516.18,2213.06
100446,WEST,Mountain North,WY,Cold,163807.45,2326.77
100447,WEST,Mountain South,AZ,Hot-Dry,60968.17,2242.73
100448,NORTHEAST,Middle Atlantic,PA,Cold,112674.41,1634.64
100449,SOUTH,West South Central,TX,Hot-Humid,37227.76,1193.29
100450,WEST,Mountain North,MT,Cold,62213.13,794.23
100451,MIDWEST,West North Central,MN,Cold,81087.89,2302.3
100452,MIDWEST,East North Central,IN,Cold,147106.62,2226.51
100453,NORTHEAST,New England,ME,Cold,37103.3,1705.21
100454,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,35125.51,2034.83
100455,WEST,Mountain North,CO,Cold,45978.54,550.97
100456,NORTHEAST,New England,CT,Cold,103982.4,3177.74
100457,SOUTH,South Atlantic,VA,Mixed-Humid,71914.36,1759.73
100458,NORTHEAST,New England,NH,Cold,77726.27,2471.26
100459,MIDWEST,West North Central,KS,Mixed-Humid,46591.1,779.52
100460,SOUTH,South Atlantic,MD,Mixed-Humid,35049.45,943.51
100461,SOUTH,West South Central,TX,Hot-Humid,45388.88,1662.71
100462,WEST,Mountain North,UT,Cold,113626.89,1473.81
100463,SOUTH,East South Central,KY,Mixed-Humid,96418.61,2779.41
100464,SOUTH,West South Central,TX,Hot-Humid,77671.23,2027.51
100465,SOUTH,South Atlantic,SC,Mixed-Humid,40873.8,1286.43
100466,WEST,Pacific,CA,Hot-Dry,29761.63,1798.65
100467,MIDWEST,West North Central,NE,Cold,66797.56,1117.94
100468,SOUTH,East South Central,KY,Mixed-Humid,72053.52,2051.69
100469,SOUTH,East South Central,TN,Mixed-Humid,41137.65,1219.44
100470,SOUTH,West South Central,AR,Mixed-Humid,75244.25,1702.32
100471,SOUTH,South Atlantic,VA,Mixed-Humid,55093.52,1835.18
100472,WEST,Mountain North,CO,Cold,43608.96,624.37
100473,SOUTH,South Atlantic,DE,Mixed-Humid,77439.45,2247.77
100474,SOUTH,West South Central,TX,Hot-Humid,15192.99,329.9
100475,SOUTH,East South Central,TN,Mixed-Humid,96934.37,2924.88
100476,SOUTH,South Atlantic,SC,Mixed-Humid,59350.27,2307.22
100477,WEST,Pacific,OR,Marine,75024.52,1441.66
100478,SOUTH,South Atlantic,SC,Mixed-Humid,75028.31,2259.47
100479,MIDWEST,East North Central,WI,Cold,93053.94,2161.73
100480,SOUTH,West South Central,TX,Hot-Dry,139674.75,2614.64
100481,WEST,Mountain North,ID,Cold,117191.6,1501.2
100482,MIDWEST,East North Central,IN,Mixed-Humid,131720.61,3180.99
100483,MIDWEST,East North Central,MI,Cold,143445.42,2176.21
100484,SOUTH,South Atlantic,VA,Mixed-Humid,105469.55,2629.65
100485,SOUTH,South Atlantic,DC,Mixed-Humid,28431.66,983.86
100486,WEST,Mountain North,ID,Cold,12147.91,393.25
100487,NORTHEAST,New England,ME,Cold,199027.09,4540.54
100488,SOUTH,West South Central,TX,Hot-Humid,62663.17,884.73
100489,SOUTH,South Atlantic,MD,Mixed-Humid,118078.6,2420.29
100490,NORTHEAST,New England,MA,Cold,101542.99,6605.33
100491,SOUTH,South Atlantic,FL,Hot-Humid,42201.37,1377.87
100492,WEST,Mountain North,UT,Cold,84617.19,1212.63
100493,NORTHEAST,New England,NH,Cold,65145.56,2315.9
100494,SOUTH,East South Central,KY,Mixed-Humid,38512.17,1267.39
100495,SOUTH,West South Central,TX,Hot-Dry,48954.23,803.9
100496,SOUTH,South Atlantic,WV,Mixed-Humid,95085.38,1680.16
100497,WEST,Mountain North,CO,Cold,106350.24,1654.8
100498,SOUTH,West South Central,TX,Hot-Humid,131910.68,3117.4
100499,SOUTH,East South Central,TN,Mixed-Humid,90020.49,1704.59
100500,SOUTH,South Atlantic,VA,Mixed-Humid,35302.01,1218.32
100501,NORTHEAST,Middle Atlantic,PA,Cold,50220.72,1687.42
100502,WEST,Pacific,CA,Hot-Dry,23931.9,277.65
100503,WEST,Mountain North,CO,Cold,132567.34,864.93
100504,MIDWEST,West North Central,MO,Mixed-Humid,190748.26,3506.91
100505,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,93049.0,3231.78
100506,MIDWEST,East North Central,IL,Cold,156165.05,1923.81
100507,WEST,Pacific,CA,Hot-Dry,24950.62,593.77
100508,SOUTH,West South Central,LA,Hot-Humid,54545.42,1243.76
100509,SOUTH,West South Central,LA,Hot-Humid,28290.8,879.67
100510,SOUTH,South Atlantic,FL,Hot-Humid,20554.38,719.51
100511,WEST,Pacific,OR,Marine,33730.96,1100.87
100512,NORTHEAST,New England,MA,Cold,99540.25,2543.39
100513,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,34966.01,1323.21
100514,NORTHEAST,Middle Atlantic,PA,Cold,336437.85,4908.75
100515,NORTHEAST,Middle Atlantic,NY,Cold,46596.02,775.45
100516,NORTHEAST,New England,MA,Cold,86000.98,2841.97
100517,SOUTH,West South Central,AR,Mixed-Humid,89221.79,2312.53
100518,MIDWEST,East North Central,IN,Cold,142968.64,2169.17
100519,WEST,Mountain North,ID,Cold,80865.3,1103.11
100520,SOUTH,South Atlantic,SC,Mixed-Humid,34437.99,1330.36
100521,SOUTH,East South Central,AL,Mixed-Humid,55650.86,1686.25
100522,WEST,Mountain South,NV,Cold,121991.95,1976.08
100523,SOUTH,West South Central,LA,Hot-Humid,84682.98,1859.1
100524,MIDWEST,East North Central,IL,Cold,94719.89,1448.26
100525,SOUTH,South Atlantic,GA,Mixed-Humid,74077.51,1673.24
100526,SOUTH,South Atlantic,FL,Hot-Humid,83289.26,2848.71
100527,SOUTH,West South Central,TX,Hot-Humid,51999.74,2049.17
100528,SOUTH,South Atlantic,FL,Hot-Humid,46320.8,1931.13
100529,WEST,Pacific,CA,Hot-Dry,15571.84,611.69
100530,SOUTH,West South Central,LA,Hot-Humid,58754.73,1667.9
100531,MIDWEST,East North Central,MI,Cold,79404.22,1239.75
100532,WEST,Mountain North,UT,Cold,125305.94,2181.22
100533,SOUTH,South Atlantic,GA,Mixed-Humid,111218.5,3553.74
100534,NORTHEAST,New England,NH,Cold,97398.25,2413.35
100535,MIDWEST,East North Central,WI,Cold,105553.11,2062.44
100536,MIDWEST,West North Central,MO,Mixed-Humid,34798.41,981.22
100537,SOUTH,West South Central,TX,Hot-Humid,57266.94,1914.56
100538,NORTHEAST,New England,MA,Cold,47642.97,1155.8
100539,MIDWEST,West North Central,KS,Cold,75218.51,1486.68
100540,NORTHEAST,New England,MA,Cold,70479.09,1952.01
100541,SOUTH,East South Central,KY,Mixed-Humid,84055.46,1206.13
100542,MIDWEST,West North Central,SD,Cold,32918.19,1291.52
100543,WEST,Mountain North,MT,Cold,85513.84,1089.62
100544,WEST,Mountain North,MT,Cold,62930.84,1820.59
100545,SOUTH,West South Central,TX,Hot-Humid,75780.36,2179.52
100546,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,80879.89,2245.98
100547,WEST,Pacific,WA,Marine,92457.24,1343.05
100548,SOUTH,West South Central,TX,Hot-Humid,26897.9,899.26
100549,WEST,Pacific,CA,Hot-Dry,49758.04,2000.06
100550,SOUTH,West South Central,TX,Hot-Humid,65163.21,2007.29
100551,SOUTH,South Atlantic,FL,Hot-Humid,27745.1,902.18
100552,NORTHEAST,New England,MA,Cold,179425.58,4127.62
100553,SOUTH,West South Central,OK,Mixed-Humid,208396.94,4770.77
100554,SOUTH,South Atlantic,FL,Hot-Humid,61734.42,1881.47
100555,WEST,Pacific,CA,Hot-Dry,42520.8,2356.55
100556,WEST,Pacific,AK,Very-Cold,107437.67,2548.89
100557,NORTHEAST,New England,RI,Cold,121933.73,2202.88
100558,MIDWEST,East North Central,MI,Cold,144424.16,2016.6
100559,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,28685.99,1314.93
100560,SOUTH,West South Central,TX,Hot-Humid,52058.36,1293.67
100561,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,60990.75,1575.49
100562,MIDWEST,East North Central,IN,Cold,70446.34,1294.44
100563,NORTHEAST,Middle Atlantic,NJ,Cold,105038.0,1926.8
100564,SOUTH,South Atlantic,SC,Mixed-Humid,105482.49,2617.23
100565,WEST,Pacific,HI,Hot-Humid,42717.12,474.95
100566,WEST,Pacific,WA,Marine,41683.1,1334.83
100567,MIDWEST,West North Central,IA,Cold,143520.2,3671.29
100568,SOUTH,East South Central,KY,Mixed-Humid,61171.5,1689.2
100569,WEST,Pacific,CA,Hot-Dry,15712.11,1013.09
100570,MIDWEST,West North Central,ND,Very-Cold,85811.25,2150.56
100571,MIDWEST,East North Central,MI,Cold,105379.29,1774.7
100572,SOUTH,West South Central,TX,Hot-Humid,70439.2,1945.99
100573,SOUTH,South Atlantic,GA,Mixed-Humid,119417.94,3234.54
100574,MIDWEST,West North Central,MO,Mixed-Humid,70638.15,1292.51
100575,MIDWEST,East North Central,WI,Cold,113084.67,1376.12
100576,MIDWEST,East North Central,OH,Cold,62987.71,1161.04
100577,SOUTH,South Atlantic,WV,Mixed-Humid,57952.29,2001.91
100578,MIDWEST,West North Central,MN,Cold,46580.73,834.43
100579,MIDWEST,West North Central,IA,Cold,125898.6,3355.31
100580,WEST,Pacific,WA,Marine,8126.53,235.91
100581,MIDWEST,East North Central,OH,Cold,35837.48,829.02
100582,SOUTH,East South Central,TN,Mixed-Humid,60362.83,1034.34
100583,WEST,Mountain South,NM,Mixed-Dry,64148.71,2002.05
100584,NORTHEAST,Middle Atlantic,PA,Cold,84365.5,1633.73
100585,NORTHEAST,New England,RI,Cold,40101.96,1577.1
100586,NORTHEAST,New England,MA,Cold,100192.39,3317.8
100587,MIDWEST,West North Central,MN,Cold,96783.93,1250.24
100588,SOUTH,East South Central,KY,Mixed-Humid,90115.58,2830.12
100589,SOUTH,East South Central,KY,Mixed-Humid,67817.47,2200.08
100590,SOUTH,South Atlantic,NC,Hot-Humid,30859.81,1093.56
100591,NORTHEAST,New England,MA,Cold,46724.23,879.16
100592,SOUTH,West South Central,TX,Hot-Humid,49240.29,1581.63
100593,MIDWEST,West North Central,IA,Cold,44615.77,780.71
100594,WEST,Pacific,HI,Hot-Humid,14205.51,1249.71
100595,SOUTH,South Atlantic,FL,Hot-Humid,20339.38,1083.24
100596,MIDWEST,East North Central,WI,Cold,96825.17,4530.28
100597,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,13678.39,1342.14
100598,WEST,Mountain North,CO,Cold,98826.5,1131.78
100599,WEST,Mountain North,CO,Cold,57667.94,1480.19
100600,WEST,Mountain North,CO,Cold,106100.87,1895.64
100601,SOUTH,West South Central,TX,Hot-Humid,55564.65,1659.03
100602,MIDWEST,East North Central,OH,Cold,34641.57,1277.41
100603,WEST,Pacific,CA,Hot-Dry,55058.85,1624.82
100604,WEST,Mountain North,UT,Cold,67641.11,1517.83
100605,WEST,Pacific,CA,Marine,23845.62,389.16
100606,WEST,Pacific,WA,Marine,50355.65,1369.98
100607,WEST,Mountain North,CO,Cold,133475.41,1585.57
100608,SOUTH,East South Central,TN,Mixed-Humid,53018.68,1545.76
100609,MIDWEST,East North Central,OH,Cold,40020.77,1362.91
100610,MIDWEST,West North Central,SD,Cold,99201.91,1816.33
100611,MIDWEST,East North Central,IL,Cold,144899.34,1727.68
100612,MIDWEST,East North Central,WI,Cold,114438.73,2375.96
100613,WEST,Pacific,AK,Very-Cold,197464.74,3785.74
100614,MIDWEST,East North Central,OH,Cold,97027.97,1831.71
100615,SOUTH,South Atlantic,FL,Hot-Humid,25492.86,828.95
100616,SOUTH,West South Central,TX,Hot-Humid,167785.28,3619.25
100617,SOUTH,South Atlantic,FL,Hot-Humid,98383.99,3199.13
100618,MIDWEST,West North Central,NE,Cold,83251.02,2554.81
100619,WEST,Mountain South,NM,Mixed-Dry,85839.95,2164.63
100620,NORTHEAST,New England,MA,Cold,95412.41,2124.71
100621,MIDWEST,East North Central,MI,Cold,125925.58,2310.38
100622,SOUTH,South Atlantic,FL,Hot-Humid,40710.71,1371.89
100623,NORTHEAST,New England,VT,Cold,39290.65,1868.65
100624,WEST,Pacific,AK,Very-Cold,76042.06,2358.31
100625,SOUTH,East South Central,KY,Mixed-Humid,32153.4,1199.25
100626,MIDWEST,West North Central,SD,Cold,43655.74,972.72
100627,MIDWEST,East North Central,MI,Cold,162296.04,3062.51
100628,NORTHEAST,Middle Atlantic,PA,Cold,142968.34,2492.68
100629,WEST,Pacific,CA,Hot-Dry,30304.97,898.66
100630,SOUTH,South Atlantic,GA,Hot-Humid,224722.23,7888.21
100631,NORTHEAST,Middle Atlantic,PA,Cold,131975.63,1919.79
100632,WEST,Pacific,CA,Marine,58432.78,1930.69
100633,WEST,Pacific,OR,Marine,119531.3,1880.75
100634,NORTHEAST,Middle Atlantic,NY,Cold,49075.82,1140.32
100635,WEST,Mountain North,MT,Cold,295869.55,3680.83
100636,WEST,Pacific,CA,Hot-Dry,13905.48,453.85
100637,SOUTH,West South Central,TX,Hot-Humid,92471.22,2311.93
100638,SOUTH,West South Central,TX,Mixed-Dry,49332.82,1314.96
100639,WEST,Pacific,CA,Hot-Dry,40771.62,1568.43
100640,WEST,Pacific,HI,Hot-Humid,39532.13,3260.09
100641,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,42415.73,1143.67
100642,WEST,Pacific,WA,Cold,73766.95,1098.7
100643,NORTHEAST,Middle Atlantic,NY,Cold,182872.41,3236.17
100644,WEST,Pacific,CA,Hot-Dry,110272.93,1892.7
100645,SOUTH,South Atlantic,VA,Mixed-Humid,93260.31,2199.22
100646,SOUTH,South Atlantic,FL,Hot-Humid,13091.29,425.69
100647,WEST,Mountain South,AZ,Hot-Dry,55180.69,2086.47
100648,SOUTH,South Atlantic,MD,Mixed-Humid,30576.83,1062.51
100649,MIDWEST,West North Central,ND,Very-Cold,106404.83,1809.31
100650,MIDWEST,West North Central,KS,Mixed-Humid,65212.92,1762.92
100651,MIDWEST,West North Central,KS,Mixed-Humid,61296.64,1835.4
100652,WEST,Mountain South,NV,Cold,93199.17,1413.87
100653,MIDWEST,East North Central,IN,Cold,36780.68,1012.78
100654,SOUTH,West South Central,TX,Hot-Humid,83922.43,1746.44
100655,WEST,Mountain South,AZ,Hot-Dry,41693.35,947.32
100656,NORTHEAST,New England,CT,Cold,58894.48,1915.4
100657,WEST,Pacific,CA,Hot-Dry,74676.0,1936.6
100658,SOUTH,West South Central,AR,Mixed-Humid,55623.46,1823.68
100659,MIDWEST,East North Central,IN,Cold,150544.81,3433.02
100660,SOUTH,South Atlantic,NC,Mixed-Humid,86805.29,1765.88
100661,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,99273.02,2202.89
100662,NORTHEAST,New England,CT,Cold,89150.57,2482.03
100663,NORTHEAST,New England,ME,Cold,149700.55,4390.94
100664,SOUTH,East South Central,KY,Mixed-Humid,84260.01,2055.89
100665,SOUTH,West South Central,TX,Hot-Humid,98611.64,2313.31
100666,SOUTH,West South Central,TX,Hot-Dry,66302.73,1681.21
100667,NORTHEAST,New England,NH,Cold,141924.96,3735.01
100668,MIDWEST,East North Central,WI,Cold,131850.95,2543.47
100669,WEST,Mountain North,MT,Cold,102981.58,1448.61
100670,MIDWEST,East North Central,IN,Cold,84564.91,1731.77
100671,WEST,Pacific,WA,Marine,46689.3,786.33
100672,WEST,Pacific,AK,Very-Cold,140610.97,2359.24
100673,SOUTH,East South Central,KY,Mixed-Humid,50378.64,1074.02
100674,WEST,Mountain North,WY,Cold,157196.83,2692.81
100675,SOUTH,West South Central,TX,Hot-Humid,105198.69,2625.53
100676,MIDWEST,West North Central,SD,Cold,57641.29,1305.06
100677,NORTHEAST,Middle Atlantic,NY,Cold,28437.75,860.9
100678,MIDWEST,West North Central,MN,Cold,37322.64,575.76
100679,SOUTH,South Atlantic,SC,Hot-Humid,36813.28,1237.27
100680,SOUTH,South Atlantic,GA,Mixed-Humid,92779.1,2581.91
100681,WEST,Pacific,CA,Hot-Dry,40341.3,2081.42
100682,SOUTH,West South Central,TX,Hot-Humid,57119.87,1569.17
100683,SOUTH,West South Central,OK,Mixed-Humid,117260.28,3039.65
100684,SOUTH,East South Central,AL,Mixed-Humid,181095.43,3542.93
100685,SOUTH,South Atlantic,SC,Hot-Humid,63594.31,2438.99
100686,WEST,Pacific,OR,Marine,69166.1,2240.44
100687,WEST,Mountain North,WY,Cold,18222.34,882.97
100688,SOUTH,West South Central,TX,Hot-Humid,72561.17,2736.16
100689,WEST,Pacific,CA,Hot-Dry,113131.21,3726.72
100690,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,196941.75,3416.43
100691,WEST,Mountain North,ID,Cold,142750.15,2404.37
100692,MIDWEST,West North Central,NE,Cold,99880.52,1482.08
100693,SOUTH,South Atlantic,GA,Mixed-Humid,398699.67,8031.82
100694,SOUTH,West South Central,OK,Mixed-Humid,211779.13,3179.61
100695,SOUTH,South Atlantic,DE,Mixed-Humid,81468.39,2452.27
100696,WEST,Pacific,AK,Subarctic,154113.41,6229.3
100697,MIDWEST,East North Central,IN,Cold,102982.01,1904.23
100698,WEST,Mountain South,AZ,Hot-Dry,148595.94,4768.45
100699,NORTHEAST,New England,NH,Cold,72072.22,2440.93
100700,MIDWEST,East North Central,OH,Cold,111233.49,3788.06
100701,NORTHEAST,New England,CT,Cold,248182.99,4241.63
100702,WEST,Mountain North,CO,Cold,212452.2,1819.66
100703,WEST,Pacific,AK,Subarctic,138651.39,3746.89
100704,NORTHEAST,New England,MA,Cold,118160.58,1531.71
100705,SOUTH,South Atlantic,DC,Mixed-Humid,43216.34,1091.86
100706,MIDWEST,East North Central,IL,Cold,149209.53,2112.7
100707,NORTHEAST,New England,MA,Cold,77687.79,2208.36
100708,MIDWEST,East North Central,IN,Cold,101938.6,3144.19
100709,MIDWEST,West North Central,ND,Cold,63628.28,1155.62
100710,MIDWEST,East North Central,OH,Cold,138619.85,2484.49
100711,MIDWEST,East North Central,IN,Cold,150806.6,2182.2
100712,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,111373.91,4368.88
100713,MIDWEST,West North Central,MO,Mixed-Humid,63481.14,1348.73
100714,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,32106.24,1382.39
100715,MIDWEST,East North Central,OH,Cold,96309.99,1569.8
100716,NORTHEAST,Middle Atlantic,PA,Cold,94000.34,2472.5
100717,WEST,Mountain South,NV,Hot-Dry,99080.39,2034.59
100718,SOUTH,South Atlantic,WV,Cold,103953.62,1836.97
100719,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,65824.74,2278.2
100720,WEST,Pacific,AK,Subarctic,117070.01,3226.29
100721,SOUTH,West South Central,TX,Hot-Humid,48077.39,1885.48
100722,SOUTH,West South Central,TX,Hot-Humid,44296.99,1632.07
100723,SOUTH,South Atlantic,VA,Mixed-Humid,97734.79,2901.93
100724,SOUTH,South Atlantic,GA,Mixed-Humid,90655.58,3424.17
100725,MIDWEST,East North Central,OH,Cold,36143.47,1276.68
100726,NORTHEAST,New England,MA,Cold,121062.24,3162.16
100727,NORTHEAST,New England,MA,Cold,92240.97,3811.15
100728,WEST,Pacific,AK,Very-Cold,126570.75,3161.97
100729,SOUTH,South Atlantic,VA,Mixed-Humid,22478.52,876.7
100730,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,186854.95,2166.12
100731,MIDWEST,East North Central,OH,Cold,303228.89,3174.88
100732,NORTHEAST,Middle Atlantic,NY,Cold,15261.51,306.14
100733,NORTHEAST,New England,VT,Cold,28786.65,1336.38
100734,WEST,Mountain South,AZ,Hot-Dry,117465.85,2778.77
100735,MIDWEST,West North Central,MO,Mixed-Humid,73150.97,1885.65
100736,MIDWEST,West North Central,MN,Cold,121156.23,2040.95
100737,WEST,Mountain North,CO,Cold,45224.12,542.87
100738,WEST,Pacific,OR,Marine,49786.85,1480.83
100739,WEST,Mountain North,ID,Cold,85795.25,2071.65
100740,SOUTH,West South Central,OK,Mixed-Humid,126384.04,5598.05
100741,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,107448.93,2040.75
100742,SOUTH,East South Central,AL,Mixed-Humid,55627.51,1531.98
100743,WEST,Mountain North,WY,Cold,115051.93,1536.64
100744,WEST,Pacific,OR,Marine,39703.05,2105.0
100745,MIDWEST,East North Central,WI,Cold,72195.02,1721.78
100746,SOUTH,West South Central,TX,Hot-Humid,43078.46,1597.93
100747,NORTHEAST,New England,NH,Cold,136152.73,2685.51
100748,NORTHEAST,New England,CT,Cold,77098.91,2105.52
100749,WEST,Pacific,CA,Marine,54077.12,1527.76
100750,MIDWEST,West North Central,MN,Very-Cold,67016.02,1907.89
100751,SOUTH,West South Central,AR,Mixed-Humid,63307.46,1736.8
100752,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,212132.88,3845.0
100753,SOUTH,South Atlantic,NC,Mixed-Humid,24593.96,872.14
100754,WEST,Pacific,WA,Marine,64700.44,2063.4
100755,SOUTH,South Atlantic,FL,Hot-Humid,21413.16,733.04
100756,WEST,Mountain North,WY,Cold,259896.62,3270.8
100757,MIDWEST,East North Central,OH,Cold,120710.13,1925.17
100758,MIDWEST,West North Central,MN,Cold,137035.84,2440.67
100759,SOUTH,East South Central,MS,Mixed-Humid,65649.17,2050.44
100760,WEST,Pacific,WA,Marine,103628.97,2017.79
100761,NORTHEAST,Middle Atlantic,NY,Cold,107236.5,2015.0
100762,MIDWEST,West North Central,IA,Cold,102174.9,1037.77
100763,NORTHEAST,Middle Atlantic,NY,Cold,57326.67,1157.82
100764,NORTHEAST,New England,RI,Cold,18377.35,774.09
100765,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,164569.79,5376.02
100766,WEST,Mountain North,CO,Cold,90649.63,1058.15
100767,WEST,Pacific,CA,Hot-Dry,21317.23,662.74
100768,SOUTH,West South Central,AR,Mixed-Humid,83960.82,2320.85
100769,MIDWEST,West North Central,MN,Cold,88319.68,1367.76
100770,MIDWEST,East North Central,IN,Cold,159878.15,1967.46
100771,WEST,Pacific,CA,Hot-Dry,46469.04,2792.77
100772,NORTHEAST,Middle Atlantic,PA,Cold,13806.04,580.22
100773,SOUTH,West South Central,AR,Mixed-Humid,118076.97,2489.86
100774,MIDWEST,West North Central,MO,Mixed-Humid,67781.98,1619.77
100775,SOUTH,West South Central,AR,Mixed-Humid,138373.46,3190.69
100776,NORTHEAST,New England,RI,Cold,110590.14,2762.1
100777,SOUTH,East South Central,TN,Mixed-Humid,85979.16,1645.62
100778,MIDWEST,West North Central,MN,Cold,127318.74,1868.86
100779,WEST,Mountain North,MT,Cold,121683.63,2010.5
100780,SOUTH,South Atlantic,SC,Hot-Humid,72518.35,2769.3
100781,WEST,Mountain North,MT,Cold,48494.55,1387.77
100782,WEST,Pacific,HI,Hot-Humid,11154.84,991.75
100783,SOUTH,East South Central,TN,Mixed-Humid,34295.49,1118.64
100784,SOUTH,South Atlantic,MD,Mixed-Humid,47817.22,1776.61
100785,WEST,Mountain North,MT,Cold,165097.62,2286.77
